0 0 0.0000000000
0 1 0.0000000000
0 2 0.0000000000
0 3 0.0000000000
0 4 0.0000000000
0 5 0.0000000000
0 6 0.0000000000
0 7 0.0000000000
0 8 0.0000000000
0 9 0.0000000000
0 10 0.0000000000
0 11 0.0000000000
0 12 0.0000000000
0 13 0.0000000000
0 14 0.0000000000
0 15 0.0000000000
0 16 0.0000000000
0 17 0.0000000000
0 18 0.0000000000
0 19 0.0000000000
0 20 0.0000000000
0 21 0.0000000000
0 22 0.0000000000
0 23 0.0000000000
0 24 0.0000000000
0 25 0.0000000000
0 26 0.0000000000
0 27 0.0000000000
0 28 0.0000000000
0 29 0.0000000000
0 30 0.0000000000
0 31 0.0000000000
0 32 0.0000000000
0 33 0.0000000000
0 34 0.0000000000
0 35 0.0000000000
0 36 0.0000000000
0 37 0.0000000000
0 38 0.0000000000
0 39 0.0000000000
0 40 0.0000000000
0 41 0.0000000000
0 42 0.0000000000
0 43 0.0000000000
0 44 0.0000000000
0 45 0.0000000000
0 46 0.0000000000
0 47 0.0000000000
0 48 0.0000000000
0 49 0.0000000000
0 50 0.0000000000
0 51 0.0000000000
0 52 0.0000000000
0 53 0.0000000000
0 54 0.0000000000
0 55 0.0000000000
0 56 0.0000000000
0 57 0.0000000000
0 58 0.0000000000
0 59 0.0000000000
0 60 0.0000000000
0 61 0.0000000000
0 62 0.0000000000
0 63 0.0000000000
1 0 0.0000000000
1 1 0.0000000000
1 2 0.0000000000
1 3 0.0000000000
1 4 0.0000000000
1 5 0.0000000000
1 6 0.0000000000
1 7 0.0000000000
1 8 0.0000000001
1 9 0.0000000001
1 10 0.0000000003
1 11 0.0000000005
1 12 0.0000000010
1 13 0.0000000020
1 14 0.0000000038
1 15 0.0000000068
1 16 0.0000000118
1 17 0.0000000198
1 18 0.0000000320
1 19 0.0000000500
1 20 0.0000000755
1 21 0.0000001101
1 22 0.0000001551
1 23 0.0000002110
1 24 0.0000002774
1 25 0.0000003522
1 26 0.0000004321
1 27 0.0000005124
1 28 0.0000005871
1 29 0.0000006502
1 30 0.0000006960
1 31 0.0000007201
1 32 0.0000007201
1 33 0.0000006960
1 34 0.0000006502
1 35 0.0000005871
1 36 0.0000005124
1 37 0.0000004321
1 38 0.0000003522
1 39 0.0000002774
1 40 0.0000002110
1 41 0.0000001551
1 42 0.0000001101
1 43 0.0000000755
1 44 0.0000000500
1 45 0.0000000320
1 46 0.0000000198
1 47 0.0000000118
1 48 0.0000000068
1 49 0.0000000038
1 50 0.0000000020
1 51 0.0000000010
1 52 0.0000000005
1 53 0.0000000003
1 54 0.0000000001
1 55 0.0000000001
1 56 0.0000000000
1 57 0.0000000000
1 58 0.0000000000
1 59 0.0000000000
1 60 0.0000000000
1 61 0.0000000000
1 62 0.0000000000
1 63 0.0000000000
2 0 0.0000000000
2 1 0.0000000000
2 2 0.0000000000
2 3 0.0000000000
2 4 0.0000000000
2 5 0.0000000000
2 6 0.0000000000
2 7 0.0000000001
2 8 0.0000000002
2 9 0.0000000004
2 10 0.0000000008
2 11 0.0000000016
2 12 0.0000000032
2 13 0.0000000063
2 14 0.0000000117
2 15 0.0000000209
2 16 0.0000000363
2 17 0.0000000608
2 18 0.0000000982
2 19 0.0000001532
2 20 0.0000002309
2 21 0.0000003360
2 22 0.0000004724
2 23 0.0000006416
2 24 0.0000008420
2 25 0.0000010678
2 26 0.0000013087
2 27 0.0000015503
2 28 0.0000017750
2 29 0.0000019646
2 30 0.0000021021
2 31 0.0000021743
2 32 0.0000021743
2 33 0.0000021021
2 34 0.0000019646
2 35 0.0000017750
2 36 0.0000015503
2 37 0.0000013087
2 38 0.0000010678
2 39 0.0000008420
2 40 0.0000006416
2 41 0.0000004724
2 42 0.0000003360
2 43 0.0000002309
2 44 0.0000001532
2 45 0.0000000982
2 46 0.0000000608
2 47 0.0000000363
2 48 0.0000000209
2 49 0.0000000117
2 50 0.0000000063
2 51 0.0000000032
2 52 0.0000000016
2 53 0.0000000008
2 54 0.0000000004
2 55 0.0000000002
2 56 0.0000000001
2 57 0.0000000000
2 58 0.0000000000
2 59 0.0000000000
2 60 0.0000000000
2 61 0.0000000000
2 62 0.0000000000
2 63 0.0000000000
3 0 0.0000000000
3 1 0.0000000000
3 2 0.0000000000
3 3 0.0000000000
3 4 0.0000000000
3 5 0.0000000000
3 6 0.0000000001
3 7 0.0000000002
3 8 0.0000000005
3 9 0.0000000010
3 10 0.0000000021
3 11 0.0000000044
3 12 0.0000000088
3 13 0.0000000170
3 14 0.0000000315
3 15 0.0000000564
3 16 0.0000000976
3 17 0.0000001629
3 18 0.0000002626
3 19 0.0000004087
3 20 0.0000006144
3 21 0.0000008921
3 22 0.0000012515
3 23 0.0000016964
3 24 0.0000022222
3 25 0.0000028134
3 26 0.0000034431
3 27 0.0000040736
3 28 0.0000046595
3 29 0.0000051533
3 30 0.0000055110
3 31 0.0000056990
3 32 0.0000056990
3 33 0.0000055110
3 34 0.0000051533
3 35 0.0000046595
3 36 0.0000040736
3 37 0.0000034431
3 38 0.0000028134
3 39 0.0000022222
3 40 0.0000016964
3 41 0.0000012515
3 42 0.0000008921
3 43 0.0000006144
3 44 0.0000004087
3 45 0.0000002626
3 46 0.0000001629
3 47 0.0000000976
3 48 0.0000000564
3 49 0.0000000315
3 50 0.0000000170
3 51 0.0000000088
3 52 0.0000000044
3 53 0.0000000021
3 54 0.0000000010
3 55 0.0000000005
3 56 0.0000000002
3 57 0.0000000001
3 58 0.0000000000
3 59 0.0000000000
3 60 0.0000000000
3 61 0.0000000000
3 62 0.0000000000
3 63 0.0000000000
4 0 0.0000000000
4 1 0.0000000000
4 2 0.0000000000
4 3 0.0000000000
4 4 0.0000000000
4 5 0.0000000001
